"","Cluster","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"1","Conserved","Cellular Processes","Cell growth and death","mmu04110","Cell cycle","142/5719","157/9577",0.904458598726115,1.51460045462493,7.9152665715407,4.51539667154739e-18,1.55781185168385e-15,5.94131140993078e-16,"12428/52206/56438/12580/17218/21809/26965/17128/22390/12237/12581/27214/12571/56150/11350/19645/17127/268697/17120/13559/12447/27401/13197/76464/12530/67052/20877/218294/71521/13006/19053/18393/17869/20842/66440/17126/26931/12579/21770/22629/320209/13555/17222/22630/22628/218914/225849/17873/69957/19651/15182/71890/71175/12427/12545/226849/12534/55948/72415/12576/22627/26932/59008/23882/100710/105837/26428/12914/17217/22631/67141/104394/54401/242705/211586/26429/77805/52563/12448/229776/73699/12445/52717/328572/56637/71988/30939/12566/268930/19052/12577/56371/12649/21808/12236/17246/21402/12531/11920/66591/67177/51792/17220/22059/18817/68999/12567/66671/105988/12572/69010/12443/56317/20843/22137/245000/13557/12575/433759/77011/12544/19650/99152/12444/21781/17216/19357/17219/18538/75430/56452/21803/23834/70315/22642/18392/12532/67849/24061/107995/22589/12442",142
"2","Conserved","Human Diseases","Cancer: specific types","mmu05225","Hepatocellular carcinoma","154/5719","175/9577",0.88,1.47364224514775,7.6989294034632,8.71486758654285e-17,1.50331465867864e-14,5.7334655174624e-15,"13544/12387/13649/22423/21809/12005/110157/17128/18709/27015/12571/93760/14368/19645/17127/232223/21414/21415/13197/271849/239985/12018/11651/22412/216795/23805/17295/21416/50868/21802/107986/22411/17869/74769/211666/14362/18024/20416/14369/17126/66447/14866/56456/18707/22414/20588/22422/70127/14867/14366/11461/14370/22409/13555/14367/16973/26462/50493/17873/14873/20663/66993/14872/93687/14388/18708/18752/22416/14870/68214/23882/57376/14865/21812/15461/20890/29861/14862/11465/83797/68312/19211/26395/14371/242705/11789/26417/16974/14871/26992/12006/12048/18751/22420/58988/15368/16001/14864/16842/83796/13542/77044/18803/22419/56637/12015/21813/21808/14858/14784/67155/26396/23797/20587/22059/14296/12567/20662/212398/12443/11836/20586/72057/11652/18104/225884/14859/18750/21752/103140/14863/18706/56615/13557/14869/12575/21748/26413/22417/14365/13712/18176/21803/14860/22410/56717/22421/109880/16653/22418/18710/57265/12028/234779",154
"3","Conserved","Cellular Processes","Transport and catabolism","mmu04137","Mitophagy - animal","95/5719","100/9577",0.95,1.59086378737542,7.23140922511667,3.53109790789732e-16,3.62794863426375e-14,1.38365699247283e-14,"17342/50873/67952/72825/67414/66437/16476/17532/21425/66922/66313/68943/23802/15251/269523/26420/270151/22030/59040/74143/231874/20779/26419/23806/20683/66734/84092/13001/13000/56480/53375/13555/19345/93739/271457/214952/228361/20437/19349/20130/245860/75788/56484/13665/75266/15461/22241/12176/12048/12995/52440/213948/19344/56486/641376/233204/12177/18412/57436/66169/20438/22190/68350/14479/17684/22059/19697/100756/56715/94044/13666/22187/382793/209446/72018/68653/12034/69104/17827/28185/67443/22186/53333/18176/71648/17966/11911/66687/72542/59026/56208/16653/226421/270096/170731",95
"4","Conserved","Cellular Processes","Transport and catabolism","mmu04140","Autophagy - animal","147/5719","167/9577",0.880239520958084,1.47404334537779,7.52406404305817,4.20631725711739e-16,3.62794863426375e-14,1.38365699247283e-14,"100502698/22034/16438/19324/170749/29869/16367/18607/70231/73683/72145/228545/110157/217695/18709/17532/66795/52639/66615/66922/13143/19338/105787/641340/15251/15289/26420/12421/242557/11651/69635/108079/17274/19053/73205/22320/74769/12211/27103/54170/26419/18707/78610/78943/66734/56480/218460/26409/93739/100502841/207565/56418/74370/16369/228361/54673/19349/74302/18708/67727/20130/245860/353047/97998/13665/67605/15461/13030/20869/68441/22241/19211/26395/75909/53331/11793/26417/12176/66840/12048/218035/58988/52440/16001/13033/213948/74781/56486/21353/18747/12015/68118/18518/67841/12043/19052/18749/18412/57436/18753/56790/18761/77040/22190/56716/74747/26396/23797/100504663/13039/51897/13666/22187/64930/12633/11652/16784/75669/97287/18706/13144/16783/235040/329015/269338/225326/26413/80743/67443/22186/18176/74244/19744/71648/54636/384783/17966/245670/56717/77573/71732/56208/68728/16653/226421/18710/52187",147
"5","Conserved","Cellular Processes","Transport and catabolism","mmu04144","Endocytosis","221/5719","270/9577",0.818518518518519,1.37068575832346,7.52235683938739,2.12556168870074e-15,1.46663756520351e-13,5.59358339131773e-14,"93742/14772/19341/74117/225861/22034/215632/234852/234353/12389/18595/230597/75608/13649/17999/18806/116733/70160/103967/30948/17127/74998/54198/18805/13858/232227/66313/212285/16184/14773/140500/67771/26385/72543/211673/14183/211914/80794/69178/110355/68767/19158/12390/216963/13859/194309/53869/83814/76709/13660/216869/17274/28084/22365/11841/74002/58194/12340/69780/215445/52055/19157/20779/18762/93737/216238/17126/13196/11772/12402/107568/78287/67282/18854/347722/232910/16574/84092/68524/227700/28006/78618/11771/12345/19345/271457/16835/268451/330192/20844/56440/98366/54673/14972/66713/19349/11842/67588/230837/109689/213990/208650/58220/107305/75788/19159/16396/27965/66371/18759/16004/73178/100017/21812/15461/15007/216724/19325/75767/228998/259300/13855/70432/99371/11840/319277/71955/72183/14980/14991/15015/16001/12343/66700/11773/218441/19344/667977/67804/69150/12767/22088/68942/14963/13429/19326/18719/13430/21813/98878/229285/30930/245666/74192/17246/72685/56324/208092/15043/216439/54189/22042/16573/105513/74325/73711/67300/66914/14964/320129/18571/12540/319740/14186/11843/14184/11867/67064/26431/70527/77038/106572/56378/13132/110557/20479/66251/56513/11844/69710/107338/12757/110558/106952/15481/69091/15006/215280/15040/15511/56443/20405/11845/18717/24013/223593/15039/224761/57440/15024/14985/15239/15042/15013/18720/55988/68953/68089/27681/13854/242894",221
"6","Conserved","Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway","137/5719","158/9577",0.867088607594937,1.45202091186164,6.97518414381789,6.71797522689165e-14,3.8628357554627e-12,1.47324018133589e-12,"64899/13544/22423/29869/16367/18607/110157/20104/18709/75705/14368/227154/17254/72149/20393/20539/27401/67046/72124/105787/20111/277854/69008/252875/268706/14783/11651/22412/216795/108079/83409/227743/71962/22411/74769/14362/16337/14369/12283/13685/54170/18707/22414/22422/109270/56430/14366/14370/20112/64898/22409/66335/14367/16973/110379/74370/68576/20663/18708/18752/22416/97998/17168/67605/26987/15461/20890/20869/68441/22241/19211/26395/14371/216742/26417/16974/16150/80909/18751/22420/58988/16001/13542/22419/14245/56637/329679/110651/71718/230784/14784/56716/74747/26396/23797/11973/108664/78757/20662/319481/64930/11964/11652/18750/13684/56032/18706/66096/66290/26413/216805/21937/22417/14365/18176/12675/19744/268933/56692/16000/245670/22410/56717/66144/22421/109880/16653/22418/18710/74915/75425/52187/67071/57265/68775/66508/72446",137
"7","Conserved","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease","300/5719","389/9577",0.77120822622108,1.29146025223278,7.14520427061741,1.04649699439301e-13,5.15773518665127e-12,1.9670996135207e-12,"12334/208117/26408/19056/13544/215999/12387/14682/16438/67003/227059/12977/22423/29869/16367/70316/12005/19106/110157/20422/18709/16151/18795/11487/14368/17995/72900/66445/12333/52639/67738/68197/66414/69077/17762/19057/19165/14082/22154/16956/11491/18126/226646/641340/20463/68318/19177/68202/11816/12313/12867/26420/12421/22143/68427/12370/12866/16439/11651/22412/22030/216795/23805/23821/11783/66218/12568/67089/16971/26443/18033/12289/22411/74769/14362/16337/75406/14369/66091/17992/57296/26419/18707/22414/22422/56175/19055/13063/78943/19058/14366/16574/22273/14370/66152/16594/22409/13001/66046/12371/13000/18797/595136/14367/16973/22333/68585/19170/72027/11820/226548/66416/26440/12122/12858/16369/12669/228361/12569/20168/93687/56436/12315/18708/27373/66413/22416/70247/68198/26445/69806/13665/21762/67547/67273/328133/106957/23996/407790/11785/14433/15461/26444/20890/11938/67951/28080/22335/12857/11957/22241/14102/12861/12314/26395/14371/11441/11789/26417/16974/16150/22334/12369/12006/22433/22420/12995/66997/12292/11950/26441/26446/70405/227197/66052/67151/74781/13542/22419/17463/19182/56637/16593/12015/230075/68118/84682/67680/19164/11949/30791/67130/66916/67126/11946/213053/19184/67942/22123/105675/225887/110323/19167/18125/19181/66694/19175/16573/26442/22146/26396/23797/100504663/19697/14296/51897/12288/227613/22145/18174/19185/13666/12859/19172/212398/19166/12865/11951/53857/11836/16440/11652/17993/75669/407785/67264/68375/228033/11739/68194/18706/11740/26400/22151/15925/329015/23997/66945/59029/66043/12367/225326/11947/12864/19179/26413/12862/238463/21937/18798/13198/22417/56811/19173/232943/14365/18176/12675/14814/12671/66377/12868/384783/74764/11911/72002/54405/66594/22410/56717/66925/15108/22421/14977/68342/56208/104130/109880/16653/226641/22418/17991/22272/18710/106947/57265/66108/66576/18796/73710",300
"8","Conserved","Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","362/5719","481/9577",0.752598752598753,1.26029694940344,7.13160689206353,1.50377296961244e-13,6.48502093145364e-12,2.47331080528362e-12,"13411/18951/12334/50873/26408/19056/13544/215999/12387/14682/16438/19324/67003/68922/12977/22423/29869/70316/12005/67414/110157/20422/13385/217695/18795/108058/14368/17995/72900/66445/12333/52639/67738/68197/66414/69077/17762/19057/74018/68943/19165/67847/14082/22154/18126/226646/641340/20463/19177/13163/68202/67128/12313/12867/12018/269523/19353/14775/12323/26420/12421/22143/12370/12866/16439/22412/22030/216795/23805/11783/66218/12568/67819/67089/17274/12460/26443/18033/73205/20238/12289/22411/12325/14362/75406/14369/66091/26397/17992/57296/26419/214585/22414/22422/18391/19055/13063/67665/78943/66734/19058/110082/20655/14366/16574/22273/14370/26399/66152/16594/22409/13001/66725/66046/12371/22428/13000/54152/56480/218460/18797/73916/595136/14367/16973/22333/271457/19170/11820/66416/330355/26440/20743/12122/21938/12858/12669/269881/228361/57320/12569/26416/93687/56436/12315/69654/27373/18752/66413/22416/70247/68198/26445/68015/233908/13665/21762/67273/432611/233871/23996/407790/15461/26444/20890/11938/67951/28080/22335/56791/69926/12857/11957/12322/22241/14102/12861/12314/26395/14371/11441/56444/11789/26417/16974/22334/12369/12006/12048/18751/22433/22420/12995/66997/12292/13191/11950/26441/15194/15114/26446/140499/70405/227197/110084/66052/67151/74781/13542/641376/18803/230908/22419/20239/21353/17463/19182/68942/56637/16593/12015/230075/22195/68118/84682/67680/19164/11949/67130/12043/66916/67126/11946/19184/67942/22123/105675/18412/225887/110323/19167/18125/19181/22190/66694/19175/16573/26442/22146/26396/100504663/19697/12359/14296/51897/12288/227613/22145/19185/13666/12859/19172/22187/212398/19166/12865/11951/53857/110616/20907/18610/11836/16440/54130/381917/17993/75669/20190/18750/53623/407785/14828/67264/68375/228033/11739/68194/11740/26400/22151/329015/23997/66945/105000/59029/66043/12367/225326/11947/12864/26415/19179/26413/56491/226977/22213/103199/12862/238463/21937/18798/13198/67443/22417/22186/56811/19173/232943/75512/14365/53333/18176/215114/327954/22201/53598/14814/22223/71648/12671/66377/12868/74764/11911/54405/66594/22410/56717/66925/15108/22421/68342/52335/56208/104130/13417/109880/16653/226641/22418/56087/17991/22272/75563/170731/57265/12028/66108/66576/19132/18796/73710",362
"9","Conserved","Human Diseases","Cancer: specific types","mmu05220","Chronic myeloid leukemia","73/5719","76/9577",0.960526315789474,1.60849108695852,6.48406505615443,1.86984853408449e-13,7.16775271399055e-12,2.73369668725803e-12,"21809/110157/17128/12394/18709/27015/16151/12571/11350/19645/17127/13197/271849/12018/110279/11651/20850/18033/107986/17869/74769/20416/12402/18035/18707/13555/17873/15182/20663/20851/18708/13016/12576/23882/21812/15461/19247/26395/242705/26417/16150/12048/14013/12928/12015/21813/21808/17246/14784/26396/23797/22059/19697/12567/20662/12443/11836/12929/11652/18706/13557/12575/433759/26413/13017/14389/18176/12675/21803/109880/16653/18710/12028",73
"10","Conserved","Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway","136/5719","158/9577",0.860759493670886,1.44142221907433,6.81163455587786,2.92013291436285e-13,9.67238349689951e-12,3.68893344656732e-12,"93742/56274/13544/11796/12387/12234/22423/21809/12005/216033/19045/17128/13385/12162/17125/14368/17127/12385/211652/21414/21415/21678/71228/21679/16897/12156/103583/73246/14164/11797/16798/22412/241324/216795/23805/217325/21416/170770/19053/18016/319710/22411/17869/14362/19046/18762/14369/93737/17126/13383/71978/17131/22414/56289/22422/22629/12166/14366/11461/14370/22409/209456/12168/11705/97064/14367/22630/22628/68473/27373/22416/58220/22627/15902/29806/18759/20583/21812/20890/11465/11839/22631/19047/105782/21676/50523/14371/54401/11789/22601/64010/12006/22420/73699/12445/16842/13542/12695/22419/242316/56637/12167/21813/19052/21808/27494/52432/12164/51792/16475/23859/12443/14633/56217/11576/18787/12550/15901/104318/72930/269643/56513/12444/12161/22417/11799/14365/21803/93960/22410/22421/22418/21677/53310/57265/12163",136
"11","Conserved","Genetic Information Processing","Folding, sorting and degradation","mmu04120","Ubiquitin mediated proteolysis","133/5719","154/9577",0.863636363636364,1.44623980670492,6.79680920623646,3.08394836133028e-13,9.67238349689951e-12,3.68893344656732e-12,"52206/50873/22034/11796/56438/230904/76980/12234/17999/26965/216080/22200/229615/109161/53323/15204/75717/66313/268470/50754/69807/27401/66515/26401/67128/93765/103583/80794/106052/56469/67345/22192/73998/11797/22215/231380/83814/50868/70093/107986/12211/66440/12703/12402/107568/18854/76375/22194/66053/381534/67615/17222/246710/242521/69957/22214/20437/117146/100763/208650/56550/75788/69288/16396/59008/218793/71745/26554/12702/17318/56791/56424/17237/235439/52563/217342/22346/140499/52717/22195/28000/71991/56371/19823/17246/21402/20438/22190/22196/68729/140630/67030/14897/68999/17344/22187/105193/231672/69010/329581/63958/56317/50995/11634/26374/66799/13194/56459/22193/66105/59004/99152/22213/74126/22186/68098/67921/22210/77891/67673/11798/22201/140629/66894/75430/70790/59026/245350/22209/216150/72584/107995/68612",133
"12","Conserved","Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","149/5719","176/9577",0.846590909090909,1.41769559999364,6.8092646413331,4.00510431815193e-13,1.15146749146868e-11,4.39156175235957e-12,"12334/50873/26408/56438/230904/386649/57743/26965/217379/216080/59007/12333/94232/13200/19359/66435/18415/103963/23802/66357/67128/22393/12018/269523/66059/26420/99683/12017/22030/50527/67475/67819/105245/12954/72265/19089/18024/20334/26419/67397/57377/15505/78943/56812/70361/67437/12317/66326/13418/69276/13002/20224/16430/110379/107513/56709/17156/64209/81489/230815/80286/67812/56550/66397/193670/54609/13665/240667/71853/192193/67838/320011/223455/100037258/56424/66890/68292/66245/20014/69162/22433/81910/140499/20832/20335/217365/56445/75744/69608/50762/12043/108159/70377/14827/21402/27054/66530/109815/216197/53421/225896/17155/15519/12282/213539/66256/18453/13666/13135/12330/110616/12915/17872/63958/20338/14828/19358/12304/140740/26400/108687/77371/56453/66861/15502/18786/66105/22213/270669/81500/13198/74126/56085/15481/116891/66753/15516/15511/227619/14376/11911/218811/67075/22230/216440/22027/50907/226641/12028",149
"13","Conserved","Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","203/5719","252/9577",0.805555555555556,1.34897806531833,6.83510178294319,6.7975730701913e-13,1.80397131478154e-11,6.88013468642844e-12,"16646/67938/20430/24088/117149/74117/22034/11796/12387/19766/22166/66482/18481/228545/110157/16151/16476/68724/13427/56044/69582/66616/240752/53413/21414/21415/17920/18479/14082/22154/622434/27050/266632/67771/56212/17906/18645/12018/19353/26420/22143/12370/170625/19158/11651/11797/76709/280408/22030/16648/110350/21416/140580/107607/11841/18033/17869/20194/74769/170760/19157/67068/17113/26397/320795/67166/17907/26419/234686/18035/18707/234663/13063/67665/50884/235406/16574/11461/19878/26398/26399/16594/22428/110750/71999/26409/53791/105504/19345/271457/68652/70297/16649/26416/66713/19349/69654/75477/20130/353047/20336/19159/71609/235661/11308/192176/76884/68097/73178/14433/14281/66724/15461/67951/11465/213575/75465/66395/26395/13424/56444/26417/69146/16150/12369/11840/16173/218035/13191/140579/19344/16842/13426/18704/16593/22035/67117/13430/12043/74192/21402/59310/12306/16573/22146/26396/23797/19697/18705/15519/66513/56551/227613/30955/22145/12540/17281/53857/100040531/11852/54130/27205/11652/11867/101314/18706/26400/22151/269338/56378/12367/225326/26415/26413/226977/12475/17948/74568/238463/21937/80743/232943/15516/56382/12675/56443/11845/53598/74764/17087/22027/77573/71732/18643/100310872/66824/226421/21648/12028/68089/242894/80837/73710",203
"14","Conserved","Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","72/5719","76/9577",0.947368421052632,1.58645696247964,6.2492700038709,2.38113012087162e-12,5.86778494071935e-11,2.23790424893949e-11,"19765/13645/13649/18806/21809/110157/17128/18709/27015/16151/12571/56044/19645/17127/18805/19730/13197/22339/12018/19353/26420/11651/16451/18033/21802/107986/74769/17126/26419/18707/64143/12371/13555/20848/17873/18708/23882/21812/26395/242705/26417/16150/12048/20846/58988/12015/21813/21808/12190/23797/22059/19697/12540/12567/170758/12443/73341/11836/11652/18706/13557/12575/26413/12675/21803/56717/109880/16653/18710/19361/12028/13866",72
"15","Conserved","Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway","111/5719","127/9577",0.874015748031496,1.46362105593594,6.4035398025074,5.29725690384156e-12,1.21836908788356e-10,4.64671658231715e-11,"12428/12912/19016/20249/170768/16367/74551/18607/18709/227154/13631/72149/93759/105787/107476/20787/69008/11450/11651/18642/74343/108079/17274/235542/19053/15378/26427/14121/74769/19017/16337/241113/12283/13685/26931/57915/71978/21770/18707/100705/26409/208647/225849/207565/20528/74370/16369/329065/12427/108097/226849/18708/18641/26932/56690/56484/67605/108099/12894/19054/14120/12913/20869/19325/68365/22241/56458/16890/18640/59021/58988/16001/14936/73699/72674/68465/231991/19326/19052/59032/270198/52432/30049/20250/51792/23797/18639/19079/64930/12443/18534/11652/14104/14377/18706/15568/232493/72930/269643/15357/19744/13629/19082/68401/384783/16000/56717/56421/208677/18710/12491",111
"16","Conserved","Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","167/5719","204/9577",0.818627450980392,1.37086817591174,6.51878036516997,5.96584262008611e-12,1.28638481495607e-10,4.90612057572871e-11,"74055/16801/24088/16410/12387/16438/12389/15200/13649/22423/18607/19045/29875/110157/20104/329251/18709/75705/108058/14368/17532/15529/15530/66922/319757/15170/19877/18479/17390/22350/19303/17931/15251/22339/19353/12323/12390/16439/11651/22412/216795/17295/22411/17869/74769/12325/14362/20423/20779/19046/14369/17126/16419/12402/18707/16402/22414/22422/14366/11461/11735/19878/14370/22409/21859/13869/16412/13043/14367/20969/20848/16147/16398/20663/14083/26416/14388/18708/20130/18752/22416/192176/20971/21844/15461/20890/11465/19047/12322/14102/19247/26395/14371/22325/26417/14173/83383/19206/13867/18751/22420/58988/13982/16001/13207/17395/18792/12842/18803/22419/22324/18747/14733/387140/21808/18749/17246/14784/14182/26396/23797/22059/13039/327826/19684/12540/14734/20662/16542/232807/12443/11836/14000/16440/11652/11733/18750/16160/21825/18706/18569/12575/12367/71950/26415/26413/12512/22417/14365/13712/18176/109676/21803/15163/69632/16000/22410/56717/22421/109880/16653/22418/18710/57265/13866/17698/234779",167
"17","Conserved","Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","233/5719","299/9577",0.779264214046823,1.30495075676279,6.52242555396677,9.91079449737712e-12,1.96124257445774e-10,7.47994879655887e-11,"114713/56274/18212/26408/19056/22034/14172/18218/218397/18595/13638/224105/22341/13645/13649/12977/21809/14180/17187/110157/16151/16476/56613/76089/16180/17532/13637/66922/73086/17762/26412/19057/211429/12300/12286/18479/18590/13197/266632/26401/22339/20111/13163/330177/216965/14701/19353/234878/14183/26410/26420/26406/12294/18654/80857/65964/11651/14164/22030/17295/216869/11600/18033/21802/12289/17869/225028/16337/16765/26921/26397/26419/30957/19055/102626/19058/26398/26399/20112/26409/215449/13869/26407/19060/17873/15507/14256/68652/18015/269881/20663/26416/23938/70686/12291/11876/14170/109689/20130/13640/19713/18752/19698/71609/17347/53608/53859/23882/17311/16590/192176/14281/18018/21812/15461/11839/63953/14102/67112/26395/109905/381921/26405/26417/14173/16150/13867/14673/18751/319734/12292/15370/16001/72349/14013/12928/235584/18747/58226/18188/11909/21813/19042/110651/21808/18749/338372/319520/58231/12531/54635/19252/14784/14182/18021/26396/23797/22059/26411/19697/66513/17164/12288/13636/12540/22340/13639/20662/16542/170758/17165/19395/19419/14186/56636/11836/16177/13714/14184/12929/11652/75590/18099/240672/18750/67603/12298/16478/14205/26400/19043/26940/12367/26415/26413/11602/140723/18034/56808/26404/12475/26403/21937/13198/15481/13712/18176/14171/13537/15511/12295/12675/12978/56692/21803/13836/11601/11911/16000/12290/20807/23939/71751/18048/109880/16653/19099/239556/17346/67071/13866/12297/71785",233
"18","Conserved","Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection","274/5719","359/9577",0.763231197771588,1.27810197255788,6.5388887273175,1.06200939135228e-11,1.96124257445774e-10,7.47994879655887e-11,"12428/93742/16410/12912/13544/12387/16421/13645/13649/22423/12005/19106/19719/270118/110157/16774/18709/237336/16151/12571/14368/16400/19645/16404/21414/21415/12845/20750/14082/18131/12827/12447/19303/16897/22339/16403/12018/19668/16391/101206/15975/18129/12370/11651/22215/22412/216795/23805/16451/17857/16399/16777/217325/21416/235542/19053/26427/18033/22411/74769/14362/16449/27060/18762/14369/93737/13685/26931/16419/13383/71978/21770/18707/16402/22414/22422/18128/12826/14683/230396/14366/14370/22409/241226/56480/140494/15974/16412/13555/208647/66335/14367/225849/16780/14924/12833/19219/19651/15182/12427/16398/20663/14083/14972/226849/93687/17858/18708/16776/22416/58220/12576/19664/26932/71609/19054/11974/18759/433586/15461/12914/69116/15007/20890/12913/21960/74164/105782/242517/106759/14102/56458/19211/26395/14371/11789/26417/16150/18132/12006/55927/22420/14980/12448/20846/58988/14991/15976/15015/73699/16362/12445/667977/11972/13542/15213/12695/12842/22419/21828/226519/231991/18747/328572/56637/12015/14963/107932/26941/19164/12566/15205/84653/19052/15214/18749/59032/17246/11920/54721/14784/15043/52432/15208/26396/51792/23797/22059/19697/11973/14964/12540/22371/103733/12567/108664/11975/192897/20662/64930/23859/12443/11964/17305/56217/11652/21752/56198/21825/104099/18706/245000/12575/231655/433759/66290/12367/110557/224912/72930/269643/19179/26413/56513/142980/103768/19650/242341/12444/114143/21871/16420/21937/110558/23928/18746/109700/22417/11984/15006/14365/54411/18176/20847/15040/21923/12675/103806/19744/22031/16782/12830/15039/22410/56717/224761/66144/22421/56489/15206/15024/14985/16653/208677/22418/18710/74915/15042/53310/15013/57265/12028/68775/16848",274
"19","Conserved","Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway","115/5719","133/9577",0.864661654135338,1.44795675146951,6.33366258166874,1.0801046062231e-11,1.96124257445774e-10,7.47994879655887e-11,"13645/13649/16367/74551/21809/18607/110157/17128/213393/18709/12581/17127/268697/20393/27401/93759/13197/105787/12053/27219/26420/16598/252870/11651/108079/74769/16337/241113/329934/12579/26419/18707/26556/20620/20848/93739/17873/20528/19651/16369/20663/108097/26416/18708/27373/13609/12576/56484/108099/23882/26558/12125/12452/21812/15461/12914/20869/15469/56458/19211/26395/26417/16150/12176/16001/56486/73251/12795/328572/22035/21813/12566/170755/21808/17246/57436/58231/11920/67731/14784/216439/26396/23797/12359/18817/19079/20662/12443/66822/11836/18534/11652/18099/14377/20873/18706/26557/12575/26415/26413/12444/20656/18176/12675/19082/68401/21803/384783/16000/54601/109880/16653/18710/16153/12442",115
"20","Conserved","Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","151/5719","183/9577",0.825136612021858,1.38176837442443,6.34850141882089,1.87593446835731e-11,3.23598695791636e-10,1.23416741339297e-10,"12428/12334/23871/19056/215999/15574/16438/15259/12234/21809/19045/110157/14463/18709/12571/17532/19645/17127/12333/67738/66922/19057/268697/12193/13559/12447/93759/13197/17865/15258/12313/103583/19367/16439/12530/19355/11651/18033/12289/17869/74769/63873/19046/26397/17126/13685/12579/18707/19055/19058/26399/73181/13555/22333/17873/19651/12427/231506/58800/26416/14972/12315/18708/75660/20130/12534/15257/56484/23882/12192/103213/18018/21812/15461/15007/72568/22335/19047/56458/19211/12314/26395/104394/242705/26417/27354/22334/14980/12448/14991/15015/18019/70405/12445/667977/14963/54354/21813/12566/233020/12649/21808/18412/17246/11920/15043/18021/26396/23797/22059/19697/17164/14964/231724/12567/64930/12443/16440/19360/11652/18787/11739/14235/18706/245000/11740/13557/12575/17535/110557/19646/26415/26413/19650/12444/110558/15006/18176/15040/19744/21803/15039/56717/224761/15024/14985/16653/18710/15042/15013/12442",151
"21","Conserved","Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","196/5719","247/9577",0.793522267206478,1.32882719934192,6.37450393612027,2.38918987887278e-11,3.92509765814814e-10,1.4969861396446e-10,"12428/23871/12912/52206/19056/12580/70461/21809/17128/18709/12237/237336/16151/16476/56150/19645/17127/23872/13653/19057/110196/17120/12447/16184/14998/26401/13654/26420/12981/26406/20375/11651/20850/74343/16451/15002/18519/26427/18033/17869/74769/66440/17126/12257/16178/12579/13383/26419/18035/14534/18707/19055/11515/19058/12317/18045/26398/16168/73181/13555/17222/208647/22333/69957/12427/20851/224129/14972/16818/19428/18708/19698/59008/53859/16169/14281/18018/21812/15461/12914/15007/12913/22335/100683/18186/19211/26395/242705/26417/16150/22334/52563/12048/14980/12448/14991/15015/18019/14969/12445/17000/667977/52717/231991/18970/18747/328572/14963/11909/30939/15894/21813/12566/104110/12649/21808/18749/12236/11920/12501/15043/21423/382056/70549/20525/18021/26396/23797/22059/19697/11512/432530/14964/68999/71810/12567/210044/105988/12330/69010/12443/16408/12915/12010/16177/13714/56317/11652/21752/11739/18706/245000/11740/14961/13557/12575/110557/21939/26413/19384/18034/99152/12444/21937/110558/103573/16453/234729/15006/13712/18176/15040/11798/12675/75430/21803/11911/15039/20807/14960/224761/15001/15024/14985/22695/16653/208677/18710/15042/15013/11513/12028/107995/81601/12442/72049",196
"22","Conserved","Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","137/5719","164/9577",0.835365853658537,1.39889819557402,6.27322654898183,2.76949950604331e-11,4.34307877084065e-10,1.65639922610246e-10,"12428/24088/12912/117149/22034/16452/21809/110157/17128/18709/16151/16476/19645/17127/15530/228607/71586/14082/12447/266632/26401/13655/13654/15975/26420/12370/11651/20850/16451/11783/26427/18033/107986/17869/74769/20779/19229/26397/26419/18035/18707/13063/230396/26398/26399/12371/20852/56480/15974/26409/73181/13555/208647/20848/22630/12122/68652/12427/20663/20851/26416/18708/18752/14281/18018/21812/15461/12914/225471/12913/22335/22631/242517/106759/14102/26395/54401/242705/26417/16150/18751/12448/20846/18019/17395/231991/328572/12015/11909/21813/12566/12043/21808/54721/14784/20849/18021/26396/23797/22059/19697/66513/20662/12915/11836/11652/18750/18706/26400/13557/13194/12575/12367/13205/26415/26413/142980/230073/54123/16453/18538/11799/54411/13712/18176/20847/12675/22031/21803/11911/56489/109880/16653/208677/18710/12028/20493",137
